id,nama_usaha,email_usaha,kategori,belum_online,tgl_dibentuk,omset_2020,omset_2021,provinsi
208,UD Nababan  ,tampubolon.jagapati@widodo.com,agribisnis,1,2018-03-16,38.35686396704366,54.34839502907146,jawa_barat
209,PT Zulaika,yulia.hastuti@yulianti.mil.id,pengrajin_kulit,1,2001-07-23,31.391967423158295,38.623748541419154,DKI_jakarta
210,PT Sirega,wulan20@uyainah.tv,agribisnis,1,2002-05-25,10.716219989870368,14.20218284502708,DKI_jakarta
211, Lailasari,kurniawan.naradi@farida.desa.id,kuliner,1,2010-08-26,10.300327873863639,23.619725642141674,jawa_tengah
212,PT Prasetyo Saputra,galak48@suwarno.asia,kuliner,0,2015-05-20,66.73961059794325,46.31994190935806,jawa_tengah
213,CV Marpaung Mahendra ,rina.hasanah@wahyudin.tv,agribisnis,0,2016-12-29,34.633060264556015,47.66242978908453,jawa_timur
214,PT Maryati Rahayu ,yolanda.jagaraga@wijaya.asia,fashion,1,2009-03-29,66.8048732405263,31.40539551212167,jawa_tengah
215,CV Kuswandari ,amelia.astuti@wasita.mil.id,kuliner,0,2013-08-23,12.88902921004631,17.331921749769187,jawa_timur
216, Marbun Prasety,arahmawati@melani.sch.id,agribisnis,1,2011-08-13,39.57556217328666,51.01179490512554,DKI_jakarta
217,PT Mulyani  ,hamima80@zulaika.sch.id,pengrajin_kulit,1,2020-03-11,15.9029340588431,13.250651281316165,jawa_barat
218,CV Uwais Simanjuntak  ,citra83@andriani.co,kuliner,0,2013-09-26,19.007444906324352,65.67580656055085,DKI_jakarta
219,PD Gunarto ,cakrawala.kusumo@sitompul.biz,pengrajin_kulit,1,2008-10-02,3.7721266378132876,14.55005637661063,DKI_jakarta
220,UD Sudiati,galar80@puspasari.or.id,agribisnis,0,2020-05-14,9.84213205734163,9.047288134204496,jawa_tengah
221,CV Uyainah Wastuti,saka49@sitorus.tv,fashion,1,2002-04-02,64.32240927292149,35.699385117508065,jawa_barat
222,PD Utama Rahmawati ,maulana.amelia@wulandari.net,pengrajin_kulit,0,2020-09-04,23.67427265841361,37.19484655892991,jawa_tengah
223,UD Agustina Kuswoy,wahyuni.citra@ardianto.net,pengrajin_kulit,0,2003-03-27,43.243062589528314,36.41941222105856,jawa_barat
224,PD Hutapea ,virman42@lestari.mil.id,kuliner,1,2006-01-19,33.47116493222756,31.53565617205596,jawa_timur
225, Hartati Susanti,anggriawan.laksana@kuswoyo.my.id,agribisnis,1,2017-04-02,29.062811025347603,69.64596088240566,jawa_barat
226,PD Firgantoro Saputra ,raditya43@lestari.biz.id,fashion,0,2015-05-30,38.03718231710953,34.92324023314733,DKI_jakarta
227,CV Siregar Yuniar ,wahyuni.vera@saragih.info,kuliner,1,2020-05-18,14.50467513833552,34.35419253291566,DKI_jakarta
228,PT Tamba,dadap19@yolanda.org,fashion,1,2015-10-02,69.22187419091668,30.518186762150243,jawa_tengah
229, Hardiansyah Mulyani,anggraini.ciaobella@wijaya.biz.id,agribisnis,0,2013-05-18,57.59406127509976,6.282862531015887,jawa_timur
230, Widiastuti Sihombing ,zulaika.olivia@siregar.com,pengrajin_kulit,1,2007-04-11,52.357447122907864,42.207078774895784,jawa_barat
231,PD Anggriawan Haryanti,zaenab.nashiruddin@nuraini.info,pengrajin_kulit,1,2000-02-06,33.72688480011267,17.285639487398896,jawa_tengah
232,PT Winarno Winarno  ,tami98@sirait.in,agribisnis,0,2002-08-08,12.158449898786222,45.25594117003953,jawa_barat
233,CV Kuswandari Mandala  ,elailasari@lailasari.desa.id,agribisnis,1,2006-04-03,64.58306480291921,5.19090878184202,jawa_timur
234,PD Halimah ,fmahendra@mahendra.go.id,pengrajin_kulit,1,2000-11-10,25.02990896082436,68.72911127355495,jawa_tengah
235,CV Hutapea Aryani,mardhiyah.cinta@ramadan.web.id,kuliner,1,2010-09-03,5.141284772506638,33.74366679498526,jawa_barat
236, Astuti Puspita ,emil.handayani@pratiwi.name,pengrajin_kulit,1,2016-04-28,25.099323052629725,62.95045677221289,jawa_tengah
237,UD Melani Maryadi,pia.tampubolon@setiawan.asia,kuliner,1,2020-03-25,55.965526042258986,34.19131690834479,jawa_tengah
238,PD Wasita,rosman.rahayu@rajasa.or.id,pengrajin_kulit,0,2010-04-14,44.23855310779485,5.83938829224786,jawa_tengah
239,UD Irawan ,vero90@wulandari.biz,pengrajin_kulit,1,2018-05-18,52.98725856637902,57.860740927285136,DKI_jakarta
240,PD Nurdiyanti ,yance.hutagalung@laksita.net,kuliner,0,2020-09-12,55.90942401012313,45.97798506167193,jawa_tengah
241,CV Mandala,pprasetyo@wijayanti.net,fashion,1,2018-01-21,16.192260844579447,55.09837120834897,jawa_tengah
242,CV Rahimah,natalia.yulianti@lailasari.info,agribisnis,0,2009-10-06,64.79592482284235,30.95543828038587,jawa_barat
243, Pradana Zulkarnain ,prabowo.maras@purnawati.net,fashion,0,2006-10-31,31.625930087403038,45.27832089716092,jawa_timur
244,CV Winarno ,cindy.tarihoran@mayasari.tv,kuliner,0,2020-07-15,45.351851971757156,60.18331637923236,jawa_barat
245, Pertiwi,whidayanto@wibisono.ac.id,kuliner,1,2005-01-29,1.877642992222744,44.80914843929248,DKI_jakarta
246,UD Utama Rajasa ,dariati09@purnawati.in,agribisnis,0,2008-08-23,69.54720107151523,25.459155786595478,DKI_jakarta
247,CV Haryanto Nashiruddin,waluyo.mujur@salahudin.co.id,kuliner,0,2001-07-21,20.89960523363251,46.95752070332413,jawa_timur
248, Gunart,anita.pradana@iswahyudi.co.id,agribisnis,1,2016-09-01,5.957668914561799,47.59420399856852,DKI_jakarta
249,CV Mulyani Winarsih  ,elon.hastuti@wijayanti.asia,pengrajin_kulit,1,2013-08-24,33.010132196113176,67.30887779995236,jawa_timur
250,PT Widodo Mansur ,hasan16@purnawati.mil.id,kuliner,0,2001-10-12,10.530172304389811,27.04589331486517,DKI_jakarta
251,UD Hakim  ,janet.tampubolon@maheswara.biz,pengrajin_kulit,1,2004-08-29,12.12086776955927,30.744583085864875,DKI_jakarta
252,CV Budiyanto Pangestu ,kasim.lazuardi@novitasari.biz,kuliner,0,2011-08-31,44.89227047370275,57.1717557898524,DKI_jakarta
253,UD Kuswandari,tarihoran.belinda@santoso.mil.id,kuliner,0,2011-05-08,28.549082296415527,36.25345085063437,jawa_barat
254,PD Najmudin Prasasta  ,arta70@mandala.asia,pengrajin_kulit,1,2016-11-04,64.66408529658307,52.01321079794225,jawa_barat
255,PT Firmansyah Maryati,elisa.mangunsong@uyainah.my.id,fashion,0,2005-08-03,23.512005451839023,33.108962232891265,DKI_jakarta
256,UD Laksita  ,darsirah.hastuti@salahudin.biz.id,kuliner,1,2019-06-03,51.30357916605277,16.434008282971188,DKI_jakarta
257,PT Zulaika,jane.prayoga@sitorus.biz,agribisnis,1,2009-05-02,33.20386909097709,52.60251838508742,jawa_tengah
258, Gunawan,napitupulu.zamira@nasyiah.tv,fashion,1,2017-04-11,46.781474841107155,10.675274951931994,jawa_barat
259,PD Prastuti Winarno  ,emin.kuswandari@sihombing.biz.id,fashion,0,2005-01-02,42.66719895656782,15.279292545917716,jawa_barat
260,UD Handayani ,najmudin.galuh@mandala.info,pengrajin_kulit,1,2000-10-10,34.00168965998439,44.519609824505764,jawa_barat
261,PT Wulandari,epermadi@astuti.my.id,agribisnis,1,2001-02-26,66.59017154095656,52.74358195711452,DKI_jakarta
262,UD Sihombing ,vera07@wijaya.name,agribisnis,0,2007-10-29,25.120487527308384,62.809288915334406,jawa_timur
263,UD Kusumo Farida,hartaka33@nasyiah.sch.id,pengrajin_kulit,0,2020-01-07,13.821640025300331,20.332206043557083,jawa_barat
264,PT Agustina,hlatupono@rahayu.desa.id,pengrajin_kulit,0,2001-01-08,48.02026247687467,9.280252377245851,jawa_timur
265,UD Pudjiastuti,oliva.agustina@usamah.biz.id,agribisnis,1,2007-10-01,59.48539628610401,66.99886591220512,DKI_jakarta
266,PT Sirega,adinata62@wibisono.my.id,kuliner,1,2002-04-18,4.468525363097994,12.264008450151886,jawa_tengah
267,PD Haryanto  ,shania.pertiwi@waskita.sch.id,kuliner,0,2019-07-26,32.42091996550063,15.216701548346787,jawa_tengah
268, Maryati ,laksita.kawaca@yulianti.sch.id,fashion,1,2014-03-08,62.65905945185064,21.611975088972038,jawa_barat
269, Wibowo ,vino76@lazuardi.info,agribisnis,1,2016-01-07,52.903959300053394,37.86684165291491,jawa_timur
270,UD Dongoran Agustina,kanda.pradana@halim.desa.id,agribisnis,1,2014-12-24,69.44063088245805,61.99932964880685,jawa_timur
271,CV Agustina  ,jarwadi06@widiastuti.mil.id,agribisnis,0,2013-10-19,38.004935055859804,53.650082431995315,jawa_timur
272, Hariyah Oktaviani,cici.astuti@marpaung.my.id,fashion,0,2016-04-01,46.78450767974261,50.072997776375125,jawa_tengah
273,PD Wasita,raharja.nurdiyanti@adriansyah.asia,kuliner,0,2000-03-03,22.373353596097733,13.681329173207931,jawa_tengah
274,CV Usada,hafshah91@mandasari.ac.id,kuliner,1,2018-03-05,66.41773074519395,26.14257008059352,DKI_jakarta
275,UD Nashiruddin Putra  ,caraka53@gunawan.in,agribisnis,1,2015-07-16,26.733387158640298,34.38548835319837,jawa_timur
276,PD Maryadi,kania.widiastuti@zulaika.ac.id,agribisnis,1,2015-07-13,52.145511462243,11.786244103995802,jawa_timur
277,UD Suwarno Usada,siska51@sihombing.web.id,pengrajin_kulit,0,2008-04-06,29.24641313725091,20.389780061209198,jawa_tengah
278,PD Laksita Prayoga ,hasan86@padmasari.asia,agribisnis,0,2016-10-26,40.08099654470159,22.772991165900205,jawa_barat
279,PD Wastuti Nurdiyanti,winarsih.restu@prasetyo.web.id,agribisnis,0,2008-01-07,50.866751491271174,10.4104188219068,jawa_timur
280,CV Mulyani Anggraini,warsita.iswahyudi@sirait.tv,fashion,1,2001-01-10,36.47002388158247,39.29036616349583,jawa_timur
281,PD Uyainah Mayasari,anggriawan.gina@januar.name,kuliner,0,2019-01-24,63.65585440138124,49.859325258671895,jawa_barat
282,CV Wibow,kania.utami@nurdiyanti.co,pengrajin_kulit,1,2004-12-04,30.349871455710883,6.494931797240083,DKI_jakarta
283,CV Widodo  ,swasita@tampubolon.mil.id,pengrajin_kulit,1,2002-02-20,45.902062377226244,34.571085388387864,jawa_tengah
284,PD Tampubolon Hidayat,pnovitasari@nuraini.co.id,agribisnis,0,2013-01-22,25.096506945727693,55.12938041288505,jawa_barat
285,CV Andriani,wahyu.nasyidah@haryanti.net,fashion,0,2004-11-27,29.58893730681357,52.79276600487307,DKI_jakarta
286,UD Rajasa  ,xmulyani@kurniawan.com,agribisnis,0,2018-01-08,31.766621390186955,57.37319100981653,jawa_timur
287,CV Kusumo Dabukke ,usamah.ani@suwarno.name,fashion,1,2009-04-27,10.310103210362838,32.32587043288905,jawa_timur
288,CV Waskita Haryanti,firgantoro.kartika@rahayu.desa.id,agribisnis,1,2000-02-04,7.982892806148977,57.74763760264969,jawa_timur
289,PT Prasetyo  ,pudjiastuti.titi@zulaika.web.id,pengrajin_kulit,0,2019-12-27,47.29621195246063,18.158619702510318,jawa_tengah
290,CV Sihombing Mandasari,yessi.pertiwi@tamba.biz.id,pengrajin_kulit,0,2010-10-22,46.47875117406361,26.356145133587948,DKI_jakarta
291,PD Hartati,yunita81@nasyiah.go.id,fashion,1,2005-07-10,46.9834752862653,13.761558757807475,jawa_tengah
292,PD Usamah ,enasyiah@rahmawati.biz,agribisnis,0,2014-03-23,3.0696528879989877,33.639844352182884,jawa_timur
293,PD Yulianti  ,ibun.salahudin@zulaika.my.id,agribisnis,0,2011-02-22,24.016618417629132,28.489858330526463,jawa_timur
294,PD Latupon,sutami@lestari.sch.id,kuliner,0,2000-08-15,15.226456370857967,18.170503508769237,jawa_tengah
295,PD Budiman Siregar  ,zalindra.saptono@sihombing.or.id,agribisnis,0,2015-12-15,54.852179131305164,53.05158682627776,jawa_timur
296,PD Gunarto ,tira.nasyiah@riyanti.co,fashion,0,2008-06-05,60.483843807327766,23.14945759978323,jawa_timur
297,PD Padmasari Suartini  ,widya.novitasari@permata.co,kuliner,1,2014-09-12,18.563336157001338,20.34707966235766,DKI_jakarta
298,PD Mandasari Najmudin,umi.rahmawati@nababan.my.id,fashion,1,2018-10-23,47.32074056614051,10.657191790471805,DKI_jakarta
299,PD Rahmawati  ,lala96@wijaya.co.id,pengrajin_kulit,1,2012-10-28,10.55289222013098,31.682745799037054,jawa_timur
300,CV Sudiati Tampubolon ,utama.ani@puspasari.my.id,kuliner,1,2014-02-07,20.507414448084987,22.406424857010983,jawa_barat
301,PT Namaga  ,zulaika.ika@yuliarti.sch.id,agribisnis,1,2005-05-07,11.187329002817886,26.933949606761335,DKI_jakarta
302, Waluy,waskita.diah@winarsih.biz.id,pengrajin_kulit,0,2004-12-28,21.07879794339537,17.833893091731333,jawa_barat
303,PD Wibisono Rajata,wmangunsong@latupono.name,agribisnis,0,2008-09-18,47.79101145300869,53.8282568449028,jawa_barat
304,CV Gunarto  ,vlaksmiwati@marpaung.desa.id,kuliner,1,2017-11-28,63.87712142744904,65.22062855738011,jawa_timur
305, Ardianto Rahmawati,gambira30@prabowo.co,pengrajin_kulit,0,2011-01-04,15.548230013063419,35.718786908425244,jawa_barat
306,PD Riyanti,widiastuti.yunita@aryani.desa.id,pengrajin_kulit,1,2007-04-23,38.73315650643511,45.62393234571205,jawa_tengah
307,PD Wahyudin,triyanti@uyainah.tv,kuliner,1,2016-05-16,49.61098439290156,60.930523046705886,DKI_jakarta
308,CV Januar Najmudin,hmarbun@wahyudin.mil.id,agribisnis,0,2017-12-03,66.78554614819443,69.9200876371422,jawa_tengah
309,UD Sihombing Pratiwi,kuswandari.intan@prakasa.info,kuliner,1,2018-12-15,43.37492977153623,43.61090557735294,jawa_timur
310,UD Widiastuti,santoso.ellis@prasetyo.asia,pengrajin_kulit,1,2006-04-12,19.138701250549552,62.474141975342235,jawa_timur
311, Novitasari Wastuti ,eli.rajasa@pertiwi.biz,pengrajin_kulit,0,2014-11-26,44.42764855408357,63.759771074819234,DKI_jakarta
312,UD Maryati,salimah49@pudjiastuti.org,pengrajin_kulit,0,2012-05-25,23.603136519374942,55.76030758750445,jawa_timur
313,UD Anggraini Mustofa ,tpuspasari@utami.co,fashion,1,2009-06-06,68.37004651642981,33.192395382471965,DKI_jakarta
314,PT Putra Astuti,rharyanto@prasasta.co,fashion,1,2008-05-02,29.009886508973125,7.261195148943845,jawa_tengah
315,PD Laksmiwati,hutagalung.ana@firmansyah.sch.id,agribisnis,0,2002-05-28,48.52100477356205,2.799203325452339,jawa_barat
316,PT Lazuardi Mandala  ,nhutasoit@suryono.net,kuliner,1,2005-10-09,3.305979322636669,34.30325924055809,DKI_jakarta
317,UD Zulkarnain Yuniar  ,napitupulu.jati@prastuti.info,pengrajin_kulit,0,2011-07-18,29.036195542081096,35.4717963497437,DKI_jakarta
318,PD Kurniawan Maryadi,gaiman63@damanik.tv,fashion,1,2018-08-14,61.4723478376611,29.534703843283747,jawa_timur
319, Setiawan Siregar  ,rahayu.harsana@sudiati.go.id,fashion,1,2018-03-12,43.38632990590202,40.51446674617437,jawa_tengah
320,CV Jailani Widiastuti,jaswadi00@saptono.name,kuliner,0,2003-12-10,32.03242028311727,39.42166938162628,jawa_timur
321,UD Aryani,ulya.kuswandari@nuraini.my.id,kuliner,1,2014-04-08,65.62581246147137,58.843938441712275,jawa_tengah
322,PT Dongoran Iswahyudi  ,prayoga.aurora@ardianto.biz.id,kuliner,1,2001-10-12,60.030053203332805,9.139107010747278,DKI_jakarta
323, Rahmawati,lkusmawati@prabowo.co,kuliner,1,2014-03-06,23.720886208630223,17.095131041686646,jawa_timur
324, Gunawan Wahyuni,azalea53@simanjuntak.net,pengrajin_kulit,0,2007-03-07,38.90176489138267,55.86637996336356,DKI_jakarta
325,PD Aryani,yani.putra@pranowo.go.id,pengrajin_kulit,0,2009-06-12,35.16520020599335,59.61030129403113,jawa_timur
326,CV Winarn,ijailani@yolanda.my.id,agribisnis,0,2015-01-27,44.8867867078428,69.64659730603286,DKI_jakarta
327,UD Maryati,karman.wastuti@anggraini.info,agribisnis,0,2008-12-03,24.53311730794383,61.32243247891011,jawa_tengah
328,UD Prasetya Tarihoran,pranowo.yance@pratama.ac.id,fashion,0,2016-12-15,18.39431745229485,62.48230420289877,jawa_tengah
329,UD Pudjiastuti Suryon,ghidayat@novitasari.desa.id,agribisnis,1,2011-03-17,64.03723291124801,23.1836775227699,jawa_tengah
330, Utami,lyulianti@kuswandari.web.id,fashion,1,2020-12-22,64.80215082575802,29.14545637016022,jawa_barat
331,PT Pertiwi Maryati,psafitri@puspita.biz.id,fashion,1,2013-05-27,59.30208663982793,20.024850957147223,DKI_jakarta
332,PT Safitri,jamal65@lazuardi.com,agribisnis,0,2006-03-23,68.51179853260425,43.11812290859862,jawa_barat
333,PT Pudjiastuti Situmorang  ,melani.halima@hastuti.sch.id,kuliner,0,2016-04-13,52.58802138023713,65.82162958525657,jawa_tengah
334,PD Haryanto  ,jessica20@fujiati.sch.id,fashion,1,2008-07-26,53.931478366213334,25.252079731013257,jawa_barat
335,PT Namaga Rajasa ,gmayasari@irawan.asia,pengrajin_kulit,0,2011-03-21,53.789651479209105,39.75208166686542,jawa_tengah
336,CV Susanti ,juli09@rajasa.ac.id,agribisnis,1,2002-11-15,34.53588904074069,21.95133876736396,jawa_barat
337,CV Sudiati Wacana  ,mursinin.waluyo@yuniar.com,pengrajin_kulit,1,2002-07-04,32.88655584143447,13.31394220920047,DKI_jakarta
338,PT Farida Wahyuni,bajragin61@widodo.name,pengrajin_kulit,0,2012-01-27,18.122650135453934,15.04726797601781,jawa_timur
339, Adriansyah Haryant,lala.winarsih@santoso.desa.id,fashion,0,2003-12-03,45.748254590852355,5.6765081250635125,DKI_jakarta
340,UD Adriansyah Nasyidah,soleh.zulaika@namaga.net,agribisnis,0,2020-12-13,21.474778893067402,66.5377617510721,jawa_timur
341,PT Yolanda ,lidya.saragih@purnawati.org,fashion,0,2017-12-20,19.32315821447676,29.228619668900947,jawa_timur
342,PD Mardhiyah Wijayanti,halim.saefullah@nurdiyanti.asia,fashion,0,2014-09-20,41.729442623278615,58.67377450590394,jawa_barat
343,CV Laksmiwati Salahudin,rina.sinaga@fujiati.co.id,kuliner,1,2015-06-06,29.713597468005947,48.24117639525211,jawa_barat
344,CV Mansur  ,julia.riyanti@oktaviani.com,kuliner,1,2012-07-01,16.663529248497486,14.824376901148911,DKI_jakarta
345, Tamba,uchita.yuniar@mahendra.sch.id,pengrajin_kulit,1,2001-04-07,57.44030482388331,13.700562196420117,jawa_barat
346,PD Nasyiah Prakasa  ,pbudiman@wahyudin.org,kuliner,1,2008-03-28,60.47971408941999,57.16255439914,jawa_timur
347,PT Permata,widya29@agustina.mil.id,agribisnis,1,2010-05-31,13.170523203598885,19.79451560110201,jawa_barat
348,UD Nashiruddin Saragih,suryatmi.cakrawangsa@laksita.asia,agribisnis,0,2019-03-23,2.232580199583991,64.0791123431709,jawa_barat
349,UD Sudiati  ,irsad72@nasyidah.desa.id,fashion,0,2004-08-10,24.670954251185638,11.282983032198421,DKI_jakarta
350,PT Suwarno Pudjiastuti,dabukke.zizi@sitompul.co,fashion,1,2010-06-08,56.17403986028178,47.993944194951176,DKI_jakarta
351, Wijaya Kusum,wibisono.bambang@usada.org,kuliner,0,2007-03-24,59.01879158647967,57.332276255392166,jawa_timur
352,PD Prayoga Wahyuni,dimas11@wijaya.sch.id,fashion,0,2002-10-27,11.165108907523841,17.78330620102024,DKI_jakarta
353,PD Nasyidah Utama ,habibi.tedi@samosir.co,kuliner,1,2002-03-01,54.591655332778735,20.579438776814328,DKI_jakarta
354,PD Purwanti,riyanti.kurnia@mandala.or.id,pengrajin_kulit,1,2007-09-03,9.620280543887842,67.5773495455847,jawa_tengah
355,PT Utama,bhabibi@siregar.asia,fashion,1,2001-09-24,28.353473655887814,19.78672449303569,DKI_jakarta
356,UD Hakim Dongoran,kmulyani@rajasa.biz.id,fashion,1,2001-05-30,69.90505768501362,31.077467367175263,jawa_tengah
357,CV Melani Halim  ,mulyani.rahmat@winarno.net,kuliner,0,2007-05-15,14.870101410206523,31.252164706588758,jawa_timur
358, Simbolon ,cemani10@thamrin.info,fashion,1,2004-03-29,12.232633418400333,18.997212725198793,DKI_jakarta
359,CV Rahmawati  ,bnainggolan@firmansyah.co.id,kuliner,1,2011-08-26,30.58880670629506,54.69101538192454,jawa_timur
360,PD Uwais  ,prasetyo.diah@nugroho.go.id,pengrajin_kulit,1,2000-05-15,44.03096695322214,54.42187315568672,jawa_timur
361,CV Usada Mardhiyah  ,xharyanti@pangestu.co.id,agribisnis,1,2006-05-04,65.41846542317694,27.551554011200082,jawa_tengah
362,UD Melani  ,mpermata@wastuti.my.id,agribisnis,1,2009-07-09,68.69046781699558,58.7423890149925,jawa_barat
363,PT Wasita ,ani43@salahudin.desa.id,kuliner,0,2020-03-24,6.475062666460426,16.268756520763883,DKI_jakarta
364,UD Samosir ,haryanto.cinthia@permata.co,fashion,0,2013-04-29,11.142470484514977,2.013998362589098,DKI_jakarta
365,UD Mandala Usamah  ,bakidin.astuti@aryani.name,agribisnis,0,2018-06-30,55.71158885761846,40.719307481166,DKI_jakarta
366,UD Janua,maulana.nadia@mayasari.tv,pengrajin_kulit,0,2007-03-18,20.19876335705435,69.59563030304841,jawa_timur
367,CV Iswahyudi,karsa33@yolanda.web.id,agribisnis,0,2009-06-11,62.1374937830943,4.358633474979681,jawa_timur
368,CV Mardhiyah Budiyanto ,hari59@winarno.name,agribisnis,0,2008-10-29,47.02058840360204,15.922108472813688,jawa_timur
369,UD Widodo  ,irawan.bakidin@saptono.biz.id,fashion,1,2018-08-21,9.356763106552638,37.15149178901811,jawa_tengah
370,CV Anggraini,dariati12@uyainah.my.id,kuliner,1,2020-02-23,58.5650995746112,57.02275348445577,jawa_timur
371,PD Samosi,tirtayasa.mulyani@firgantoro.go.id,pengrajin_kulit,1,2020-03-18,13.76161362695142,7.799788106524634,DKI_jakarta
372,PT Hutapea  ,cmayasari@narpati.web.id,pengrajin_kulit,1,2015-10-17,30.63626554872676,28.706622158657304,jawa_barat
373,UD Saptono ,kanda.rajasa@riyanti.name,agribisnis,1,2010-07-26,39.42318692203105,52.73033566700864,jawa_timur
374,PD Simbolon,usyi.uwais@utami.tv,agribisnis,1,2011-05-11,35.9123126592014,27.088970269986365,jawa_barat
375,UD Gunarto  ,salwa.fujiati@prastuti.name,kuliner,0,2020-08-04,48.57120387820247,14.61375079007663,jawa_timur
376,UD Prabowo Suartini,nsuartini@winarsih.name,fashion,1,2005-12-22,46.28545025687274,15.068455094638983,jawa_timur
377, Susanti Suryono  ,kuswandari.samsul@hutasoit.tv,fashion,0,2007-04-13,69.45662813745558,29.718131170555807,jawa_timur
378,PD Kuswandari Sihombing ,hassanah.tomi@safitri.asia,kuliner,0,2018-11-02,69.96052796182755,34.454597867746244,jawa_tengah
379,CV Siregar ,xwulandari@puspasari.org,kuliner,1,2008-02-11,36.98384801196156,60.56468844847743,DKI_jakarta
380,PT Laksmiwati,bmelani@prakasa.asia,kuliner,1,2004-12-08,8.220193657687794,45.572995139822595,jawa_tengah
381,PD Agustina,nababan.yulia@putra.com,kuliner,0,2011-10-09,51.41714045358409,48.86064545431844,jawa_barat
382, Aryani Pangestu ,michelle11@haryanti.org,fashion,0,2006-10-31,68.4066232606287,68.83836407247173,jawa_timur
383,UD Hutapea  ,cpudjiastuti@novitasari.org,fashion,0,2018-09-16,23.45532574730951,29.840670103750487,DKI_jakarta
384, Narpati,puti.mangunsong@rajasa.org,kuliner,0,2019-02-03,33.21134272498954,29.26103865385048,jawa_tengah
385,UD Melani Situmorang ,whakim@wibowo.com,pengrajin_kulit,0,2006-06-05,30.72376842639933,64.76613095631846,DKI_jakarta
386,PT Prayoga,nadia03@pranowo.go.id,kuliner,1,2011-02-14,5.230899873147137,18.508385080705402,jawa_timur
387,CV Hardiansyah,nasyidah.akarsana@mayasari.tv,agribisnis,1,2020-08-31,47.62221536393681,51.55178501755974,jawa_barat
388,PD Riyanti,azalea.prayoga@astuti.tv,pengrajin_kulit,1,2015-08-04,25.84589781927498,53.24225387753423,jawa_tengah
389,PD Riyanti Utami,laksmiwati.gandi@pratama.tv,pengrajin_kulit,1,2004-07-12,55.48803335983897,8.396964465574854,DKI_jakarta
390, Putra,kambali.mustofa@samosir.asia,fashion,1,2012-05-28,58.53715874025401,33.69084038075792,jawa_tengah
391,CV Handayani Yuliarti ,harsaya53@budiman.go.id,kuliner,1,2013-01-07,57.793638108900886,15.414405541835709,DKI_jakarta
392,PT Lestari Napitupulu  ,dartono38@pradipta.sch.id,kuliner,0,2013-09-21,30.169954346163014,14.377423626953723,jawa_timur
393,CV Andriani,fujiati.shakila@wulandari.co.id,agribisnis,0,2000-07-10,23.675139183408618,33.39018338240519,jawa_tengah
394,UD Nurdiyanti Nababan,nasyidah.jaka@riyanti.in,agribisnis,1,2006-04-15,52.84948283566651,21.482260428650676,jawa_tengah
395,CV Sihombing,nadine.pradana@wacana.tv,fashion,0,2017-12-12,56.438870542781125,56.075007363894464,DKI_jakarta
396,PT Yulianti Usamah ,lidya.laksita@prasasta.go.id,fashion,0,2005-01-25,35.26305843960248,63.69126198414214,jawa_tengah
397, Prasetya,gara02@yolanda.go.id,agribisnis,0,2006-04-17,62.69615801393877,56.52976292908961,jawa_timur
398,CV Safitri  ,yuliarti.kairav@tampubolon.or.id,fashion,1,2006-10-09,11.54608576824396,19.884587982607304,jawa_tengah
399, Sitompul Adriansyah ,nasyidah.mahmud@haryanti.asia,agribisnis,0,2003-09-22,61.742816275113796,20.43789640105818,jawa_timur
400,PT Sudiati Gunart,csaragih@nasyidah.net,pengrajin_kulit,1,2003-04-07,8.281382507320053,19.112851746020674,jawa_tengah
401, Sinaga,uli.hutapea@yulianti.web.id,agribisnis,0,2007-04-15,12.202722645889038,10.9404011987198,jawa_timur
402,PD Mulyani,jamil.zulaika@sinaga.asia,kuliner,0,2018-05-12,38.17059610634601,66.1625525741214,DKI_jakarta
403,CV Purnawati  ,mandala.cici@hutapea.biz,fashion,0,2000-01-12,6.330161827196697,29.171823658164694,jawa_tengah
404, Wijaya,natsir.reza@hutasoit.in,kuliner,0,2005-12-12,5.325668883599535,17.06179732199226,jawa_timur
405, Permadi,bahuraksa09@rajasa.sch.id,kuliner,1,2001-04-10,1.7554198516343729,59.530699328702866,jawa_timur
406,PD Adriansyah,cici11@wibisono.org,kuliner,0,2011-10-17,31.511701523924287,28.977055265473933,jawa_tengah
407,PD Kusumo Maheswara ,kacung64@yuliarti.desa.id,agribisnis,0,2005-04-06,54.611318614633454,4.117775862568034,jawa_timur
408,PT Irawan Simbolon,ghariyah@firmansyah.co.id,kuliner,1,2016-08-19,4.098762557112641,12.777370416644818,DKI_jakarta
409,CV Tarihoran  ,karna42@wijayanti.ac.id,kuliner,1,2012-04-14,46.256149369488604,45.368013239519286,jawa_tengah
410,PD Hidayat Yolanda  ,siti00@mahendra.desa.id,pengrajin_kulit,0,2016-06-17,57.92313323317721,55.176772120445314,DKI_jakarta
411,PT Kusumo Waskita,maras.permata@maryati.net,fashion,1,2013-05-02,13.191097940897041,16.122600046009318,jawa_barat
412,CV Puspasari Firgant,lhidayat@rajata.ac.id,kuliner,1,2009-03-16,11.747855813605483,64.35977083509219,jawa_barat
413,PT Padmasari,kenari87@nuraini.com,agribisnis,0,2018-01-30,60.495490478810204,59.826083357161785,DKI_jakarta
414,CV Suartini,fpratama@budiyanto.web.id,pengrajin_kulit,1,2010-01-01,57.922948367392465,59.64743788729061,DKI_jakarta
